scientific_name,climate_zone,season,watering_adjustment,sunlight_adjustment,special_notes,
Ocimum tenuiflorum,tropical,summer,Increase watering,Provide afternoon shade,Protect from extreme heat,
Aloe vera,arid,summer,Reduce watering,Full sun exposure,Avoid excess moisture,
Moringa oleifera,tropical,monsoon,Reduce watering,None,Ensure drainage,
Murraya koenigii,subtropical,winter,Reduce watering,Full sun,Protect from frost,
Hibiscus rosa-sinensis,tropical,summer,Increase watering,Partial shade,Encourage flowering,
Rosa indica,temperate,winter,Reduce watering,Full sun,Prune in winter,
Jasminum sambac,tropical,monsoon,Moderate watering,Partial sun,Prevent root rot,
Mentha spicata,temperate,summer,Increase watering,Partial shade,Prevent drying,
Cymbopogon citratus,tropical,summer,Increase watering,Full sun,Harvest regularly,
Withania somnifera,arid,winter,Minimal watering,Full sun,Dormant phase,
Tinospora cordifolia,tropical,monsoon,Moderate watering,Partial shade,Provide support,
Bacopa monnieri,tropical,summer,Increase watering,Partial shade,Keep soil moist,
Ficus religiosa,tropical,summer,Weekly watering,Full sun,Large canopy,
Ficus benghalensis,tropical,summer,Weekly watering,Full sun,Requires space,
Tulipa gesneriana,temperate,winter,Minimal watering,Full sun,Bulb dormancy,
Saraca asoca,tropical,summer,Increase watering frequency,Provide partial shade,Protect young plants from heat stress
Phyllanthus emblica,subtropical,summer,Low watering,Full sun,Heat tolerant
Phyllanthus emblica,subtropical,monsoon,Moderate watering,Full sun,Drain soil
Phyllanthus emblica,subtropical,winter,Low watering,Full sun,Cold tolerant
Phyllanthus emblica,temperate,summer,Moderate watering,Full sun,Protected growth
Phyllanthus emblica,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Phyllanthus emblica,temperate,winter,Minimal watering,Full sun,Frost sensitive
Pinus roxburghii,tropical,summer,Low watering,Full sun,Not suitable in tropics
Pinus roxburghii,tropical,monsoon,Low watering,Full sun,Poor survival
Pinus roxburghii,tropical,winter,Low watering,Full sun,Stress conditions
Pinus roxburghii,subtropical,summer,Low watering,Full sun,Mountain species
Pinus roxburghii,subtropical,monsoon,Low watering,Full sun,Good drainage needed
Pinus roxburghii,subtropical,winter,Low watering,Full sun,Cold tolerant
Pinus roxburghii,temperate,summer,Low watering,Full sun,Ideal climate
Pinus roxburghii,temperate,monsoon,Low watering,Full sun,Root stability important
Pinus roxburghii,temperate,winter,Minimal watering,Full sun,Snow tolerant
Cedrus deodara,tropical,summer,Not suitable,Full sun,Heat intolerant
Cedrus deodara,tropical,monsoon,Not suitable,Full sun,High mortality
Cedrus deodara,tropical,winter,Not suitable,Full sun,Unsuitable climate
Cedrus deodara,subtropical,summer,Low watering,Full sun,Hill regions only
Cedrus deodara,subtropical,monsoon,Low watering,Full sun,Drain soil
Cedrus deodara,subtropical,winter,Low watering,Full sun,Cold tolerant
Cedrus deodara,temperate,summer,Low watering,Full sun,Optimal growth
Cedrus deodara,temperate,monsoon,Low watering,Full sun,Root stability
Cedrus deodara,temperate,winter,Minimal watering,Full sun,Snow tolerant
Schleichera oleosa,tropical,summer,Low watering,Full sun,Dry forest species
Schleichera oleosa,tropical,monsoon,Low watering,Full sun,Minimal care
Schleichera oleosa,tropical,winter,Low watering,Full sun,Growth slows
Schleichera oleosa,subtropical,summer,Low watering,Full sun,Heat tolerant
Schleichera oleosa,subtropical,monsoon,Low watering,Full sun,Drain soil
Schleichera oleosa,subtropical,winter,Low watering,Full sun,Cold tolerant
Schleichera oleosa,temperate,summer,Moderate watering,Full sun,Protected growth
Schleichera oleosa,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Schleichera oleosa,temperate,winter,Minimal watering,Full sun,Frost sensitive
Phoenix sylvestris,tropical,summer,Low watering,Full sun,Hardy palm
Phoenix sylvestris,tropical,monsoon,Low watering,Full sun,Thrives naturally
Phoenix sylvestris,tropical,winter,Low watering,Full sun,Growth slows
Phoenix sylvestris,subtropical,summer,Low watering,Full sun,Heat tolerant
Phoenix sylvestris,subtropical,monsoon,Low watering,Full sun,Good drainage
Phoenix sylvestris,subtropical,winter,Low watering,Full sun,Cold tolerant
Phoenix sylvestris,temperate,summer,Moderate watering,Full sun,Protected growth
Phoenix sylvestris,temperate,monsoon,Low watering,Full sun,Avoid cold rain
Phoenix sylvestris,temperate,winter,Minimal watering,Full sun,Frost sensitive
Diospyros melanoxylon,tropical,summer,Low watering,Full sun,Leaf harvest stage
Diospyros melanoxylon,tropical,monsoon,Low watering,Full sun,Vegetative growth
Diospyros melanoxylon,tropical,winter,Low watering,Full sun,Dormancy
Diospyros melanoxylon,subtropical,summer,Low watering,Full sun,Heat tolerant
Diospyros melanoxylon,subtropical,monsoon,Low watering,Full sun,Drain soil
Diospyros melanoxylon,subtropical,winter,Low watering,Full sun,Cold tolerant
Diospyros melanoxylon,temperate,summer,Moderate watering,Full sun,Protected growth
Diospyros melanoxylon,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Diospyros melanoxylon,temperate,winter,Minimal watering,Full sun,Frost sensitive
Saraca asoca,tropical,summer,Moderate watering,Partial shade,Protect from heat stress
Saraca asoca,tropical,monsoon,Moderate watering,Partial shade,Good drainage essential
Saraca asoca,tropical,winter,Low watering,Partial shade,Growth slows
Saraca asoca,subtropical,summer,Moderate watering,Partial shade,Mulch roots
Saraca asoca,subtropical,monsoon,Moderate watering,Partial shade,Healthy vegetative growth
Saraca asoca,subtropical,winter,Low watering,Partial shade,Cold tolerant
Saraca asoca,temperate,summer,Moderate watering,Partial shade,Young saplings only
Saraca asoca,temperate,monsoon,Low watering,Partial shade,Protect from cold rain
Saraca asoca,temperate,winter,Minimal watering,Partial shade,Frost sensitive
Bauhinia variegata,tropical,summer,Low watering,Full sun,Heat tolerant
Bauhinia variegata,tropical,monsoon,Moderate watering,Full sun,Flowering after rains
Bauhinia variegata,tropical,winter,Low watering,Full sun,Leaf shedding normal
Bauhinia variegata,subtropical,summer,Low watering,Full sun,Prune lightly
Bauhinia variegata,subtropical,monsoon,Moderate watering,Full sun,Good drainage
Bauhinia variegata,subtropical,winter,Low watering,Full sun,Cold tolerant
Bauhinia variegata,temperate,summer,Moderate watering,Full sun,Protected growth
Bauhinia variegata,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Bauhinia variegata,temperate,winter,Minimal watering,Full sun,Frost sensitive
Bombax ceiba,tropical,summer,Low watering,Full sun,Drought tolerant
Bombax ceiba,tropical,monsoon,Moderate watering,Full sun,Rapid growth
Bombax ceiba,tropical,winter,Low watering,Full sun,Dormant phase
Bombax ceiba,subtropical,summer,Low watering,Full sun,Heat tolerant
Bombax ceiba,subtropical,monsoon,Moderate watering,Full sun,Deep root growth
Bombax ceiba,subtropical,winter,Low watering,Full sun,Cold tolerant
Bombax ceiba,temperate,summer,Moderate watering,Full sun,Young trees only
Bombax ceiba,temperate,monsoon,Low watering,Full sun,Protect saplings
Bombax ceiba,temperate,winter,Minimal watering,Full sun,Frost sensitive
Ficus racemosa,tropical,summer,Moderate watering,Full sun,Fruit set stage
Ficus racemosa,tropical,monsoon,Increase watering,Full sun,Peak growth
Ficus racemosa,tropical,winter,Low watering,Full sun,Growth slows
Ficus racemosa,subtropical,summer,Moderate watering,Full sun,Healthy canopy
Ficus racemosa,subtropical,monsoon,Increase watering,Full sun,Good drainage needed
Ficus racemosa,subtropical,winter,Low watering,Full sun,Cold tolerant
Ficus racemosa,temperate,summer,Moderate watering,Full sun,Protected growth
Ficus racemosa,temperate,monsoon,Low watering,Full sun,Avoid cold rain
Ficus racemosa,temperate,winter,Minimal watering,Full sun,Frost sensitive
Prosopis cineraria,tropical,summer,Very low watering,Full sun,Extreme drought tolerant
Prosopis cineraria,tropical,monsoon,Low watering,Full sun,Minimal care
Prosopis cineraria,tropical,winter,Low watering,Full sun,Dormant phase
Prosopis cineraria,subtropical,summer,Very low watering,Full sun,Desert species
Prosopis cineraria,subtropical,monsoon,Low watering,Full sun,Excellent drainage
Prosopis cineraria,subtropical,winter,Low watering,Full sun,Cold tolerant
Prosopis cineraria,temperate,summer,Low watering,Full sun,Protected planting
Prosopis cineraria,temperate,monsoon,Low watering,Full sun,Avoid excess moisture
Prosopis cineraria,temperate,winter,Minimal watering,Full sun,Frost sensitive
Aegle marmelos,tropical,summer,Low watering,Full sun,Drought resistant
Aegle marmelos,tropical,monsoon,Moderate watering,Full sun,Fruit development
Aegle marmelos,tropical,winter,Low watering,Full sun,Leaf drop normal
Aegle marmelos,subtropical,summer,Low watering,Full sun,Heat tolerant
Aegle marmelos,subtropical,monsoon,Moderate watering,Full sun,Drain soil well
Aegle marmelos,subtropical,winter,Low watering,Full sun,Cold tolerant
Aegle marmelos,temperate,summer,Moderate watering,Full sun,Protected growth
Aegle marmelos,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Aegle marmelos,temperate,winter,Minimal watering,Full sun,Frost sensitive
Saussurea costus,tropical,summer,Not suitable,Full sun,Heat intolerant
Saussurea costus,tropical,monsoon,Not suitable,Full sun,High mortality
Saussurea costus,tropical,winter,Not suitable,Full sun,Unsuitable climate
Saussurea costus,subtropical,summer,Low watering,Full sun,Hill regions only
Saussurea costus,subtropical,monsoon,Low watering,Full sun,Excellent drainage
Saussurea costus,subtropical,winter,Low watering,Full sun,Cold tolerant
Saussurea costus,temperate,summer,Low watering,Full sun,Ideal alpine climate
Saussurea costus,temperate,monsoon,Low watering,Full sun,Protect from excess rain
Saussurea costus,temperate,winter,Minimal watering,Full sun,Snow tolerant
Abutilon indicum,tropical,summer,Low watering,Full sun,Hardy shrub
Abutilon indicum,tropical,monsoon,Low watering,Full sun,Rapid growth
Abutilon indicum,tropical,winter,Low watering,Full sun,Growth slows
Abutilon indicum,subtropical,summer,Low watering,Full sun,Heat tolerant
Abutilon indicum,subtropical,monsoon,Low watering,Full sun,Drain soil
Abutilon indicum,subtropical,winter,Low watering,Full sun,Cold tolerant
Abutilon indicum,temperate,summer,Moderate watering,Full sun,Protected growth
Abutilon indicum,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Abutilon indicum,temperate,winter,Minimal watering,Full sun,Frost sensitive
Datura metel,tropical,summer,Low watering,Full sun,Highly toxic plant
Datura metel,tropical,monsoon,Low watering,Full sun,Thrives naturally
Datura metel,tropical,winter,Low watering,Full sun,Dormancy
Datura metel,subtropical,summer,Low watering,Full sun,Heat tolerant
Datura metel,subtropical,monsoon,Low watering,Full sun,Minimal care
Datura metel,subtropical,winter,Low watering,Full sun,Cold tolerant
Datura metel,temperate,summer,Moderate watering,Full sun,Young plants only
Datura metel,temperate,monsoon,Low watering,Full sun,Protect access
Datura metel,temperate,winter,Minimal watering,Full sun,Frost sensitive
Asparagus racemosus,tropical,summer,Moderate watering,Partial shade,Root development
Asparagus racemosus,tropical,monsoon,Moderate watering,Partial shade,Active growth
Asparagus racemosus,tropical,winter,Low watering,Partial shade,Dormant phase
Asparagus racemosus,subtropical,summer,Moderate watering,Partial shade,Mulch roots
Asparagus racemosus,subtropical,monsoon,Moderate watering,Partial shade,Drain soil
Asparagus racemosus,subtropical,winter,Low watering,Partial shade,Cold tolerant
Asparagus racemosus,temperate,summer,Moderate watering,Partial shade,Protected growth
Asparagus racemosus,temperate,monsoon,Low watering,Partial shade,Avoid cold rain
Asparagus racemosus,temperate,winter,Minimal watering,Partial shade,Frost sensitive
Solanum xanthocarpum,tropical,summer,Low watering,Full sun,Spiny shrub
Solanum xanthocarpum,tropical,monsoon,Low watering,Full sun,Rapid growth
Solanum xanthocarpum,tropical,winter,Low watering,Full sun,Growth slows
Solanum xanthocarpum,subtropical,summer,Low watering,Full sun,Heat tolerant
Solanum xanthocarpum,subtropical,monsoon,Low watering,Full sun,Drain soil
Solanum xanthocarpum,subtropical,winter,Low watering,Full sun,Cold tolerant
Solanum xanthocarpum,temperate,summer,Moderate watering,Full sun,Protected growth
Solanum xanthocarpum,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Solanum xanthocarpum,temperate,winter,Minimal watering,Full sun,Frost sensitive
Tribulus terrestris,tropical,summer,Very low watering,Full sun,Ground hugging habit
Tribulus terrestris,tropical,monsoon,Low watering,Full sun,Seed spread
Tribulus terrestris,tropical,winter,Low watering,Full sun,Dormancy
Tribulus terrestris,subtropical,summer,Very low watering,Full sun,Heat tolerant
Tribulus terrestris,subtropical,monsoon,Low watering,Full sun,Excellent drainage
Tribulus terrestris,subtropical,winter,Low watering,Full sun,Cold tolerant
Tribulus terrestris,temperate,summer,Low watering,Full sun,Protected growth
Tribulus terrestris,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Tribulus terrestris,temperate,winter,Minimal watering,Full sun,Frost sensitive
Pterocarpus marsupium,tropical,summer,Moderate watering,Full sun,Heartwood formation
Pterocarpus marsupium,tropical,monsoon,Moderate watering,Full sun,Active growth
Pterocarpus marsupium,tropical,winter,Low watering,Full sun,Dormant phase
Pterocarpus marsupium,subtropical,summer,Moderate watering,Full sun,Healthy canopy
Pterocarpus marsupium,subtropical,monsoon,Moderate watering,Full sun,Drain soil
Pterocarpus marsupium,subtropical,winter,Low watering,Full sun,Cold tolerant
Pterocarpus marsupium,temperate,summer,Moderate watering,Full sun,Protected growth
Pterocarpus marsupium,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Pterocarpus marsupium,temperate,winter,Minimal watering,Full sun,Frost sensitive
Holarrhena pubescens,tropical,summer,Low watering,Full sun,Dry forest species
Holarrhena pubescens,tropical,monsoon,Low watering,Full sun,Thrives naturally
Holarrhena pubescens,tropical,winter,Low watering,Full sun,Dormancy
Holarrhena pubescens,subtropical,summer,Low watering,Full sun,Heat tolerant
Holarrhena pubescens,subtropical,monsoon,Low watering,Full sun,Good drainage
Holarrhena pubescens,subtropical,winter,Low watering,Full sun,Cold tolerant
Holarrhena pubescens,temperate,summer,Moderate watering,Full sun,Protected growth
Holarrhena pubescens,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Holarrhena pubescens,temperate,winter,Minimal watering,Full sun,Frost sensitive
Phyllanthus emblica,tropical,summer,Low watering,Full sun,Fruit set stage
Phyllanthus emblica,tropical,monsoon,Moderate watering,Full sun,Active growth
Phyllanthus emblica,tropical,winter,Low watering,Full sun,Dormant phase
Phyllanthus emblica,subtropical,summer,Low watering,Full sun,Heat tolerant
Phyllanthus emblica,subtropical,monsoon,Moderate watering,Full sun,Drain soil
Phyllanthus emblica,subtropical,winter,Low watering,Full sun,Cold tolerant
Phyllanthus emblica,temperate,summer,Moderate watering,Full sun,Protected growth
Phyllanthus emblica,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Phyllanthus emblica,temperate,winter,Minimal watering,Full sun,Frost sensitive
Mesua ferrea,tropical,summer,Moderate watering,Partial shade,Prefers humidity
Mesua ferrea,tropical,monsoon,Moderate watering,Partial shade,Active flowering
Mesua ferrea,tropical,winter,Low watering,Partial shade,Growth slows
Mesua ferrea,subtropical,summer,Moderate watering,Partial shade,Moist soil needed
Mesua ferrea,subtropical,monsoon,Moderate watering,Partial shade,Drain excess water
Mesua ferrea,subtropical,winter,Low watering,Partial shade,Cold tolerant
Mesua ferrea,temperate,summer,Moderate watering,Partial shade,Protected growth
Mesua ferrea,temperate,monsoon,Low watering,Partial shade,Avoid cold rain
Mesua ferrea,temperate,winter,Minimal watering,Partial shade,Frost sensitive
Clerodendrum phlomidis,tropical,summer,Low watering,Full sun,Hardy shrub
Clerodendrum phlomidis,tropical,monsoon,Low watering,Full sun,Minimal care
Clerodendrum phlomidis,tropical,winter,Low watering,Full sun,Dormancy
Clerodendrum phlomidis,subtropical,summer,Low watering,Full sun,Heat tolerant
Clerodendrum phlomidis,subtropical,monsoon,Low watering,Full sun,Drain soil
Clerodendrum phlomidis,subtropical,winter,Low watering,Full sun,Cold tolerant
Clerodendrum phlomidis,temperate,summer,Moderate watering,Full sun,Protected growth
Clerodendrum phlomidis,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Clerodendrum phlomidis,temperate,winter,Minimal watering,Full sun,Frost sensitive
Cissampelos pareira,tropical,summer,Moderate watering,Partial shade,Climber growth
Cissampelos pareira,tropical,monsoon,Moderate watering,Partial shade,Active vegetative phase
Cissampelos pareira,tropical,winter,Low watering,Partial shade,Dormancy
Cissampelos pareira,subtropical,summer,Moderate watering,Partial shade,Support required
Cissampelos pareira,subtropical,monsoon,Moderate watering,Partial shade,Drain soil
Cissampelos pareira,subtropical,winter,Low watering,Partial shade,Cold tolerant
Cissampelos pareira,temperate,summer,Moderate watering,Partial shade,Protected growth
Cissampelos pareira,temperate,monsoon,Low watering,Partial shade,Avoid cold rain
Cissampelos pareira,temperate,winter,Minimal watering,Partial shade,Frost sensitive
Bacopa monnieri,tropical,summer,High watering,Full sun to partial shade,Requires wet soil
Bacopa monnieri,tropical,monsoon,High watering,Full sun to partial shade,Peak growth
Bacopa monnieri,tropical,winter,Moderate watering,Full sun to partial shade,Growth slows
Bacopa monnieri,subtropical,summer,High watering,Full sun to partial shade,Moisture critical
Bacopa monnieri,subtropical,monsoon,High watering,Full sun to partial shade,Drain stagnant water
Bacopa monnieri,subtropical,winter,Moderate watering,Full sun to partial shade,Cold tolerant
Bacopa monnieri,temperate,summer,Moderate watering,Full sun to partial shade,Protected wetlands
Bacopa monnieri,temperate,monsoon,Moderate watering,Full sun to partial shade,Avoid cold water
Bacopa monnieri,temperate,winter,Low watering,Full sun to partial shade,Frost sensitive
Buchanania lanzan,tropical,summer,Low watering,Full sun,Dry forest species
Buchanania lanzan,tropical,monsoon,Low watering,Full sun,Minimal care
Buchanania lanzan,tropical,winter,Low watering,Full sun,Dormancy
Buchanania lanzan,subtropical,summer,Low watering,Full sun,Heat tolerant
Buchanania lanzan,subtropical,monsoon,Low watering,Full sun,Drain soil
Buchanania lanzan,subtropical,winter,Low watering,Full sun,Cold tolerant
Buchanania lanzan,temperate,summer,Moderate watering,Full sun,Protected growth
Buchanania lanzan,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Buchanania lanzan,temperate,winter,Minimal watering,Full sun,Frost sensitive
Berberis aristata,tropical,summer,Moderate watering,Partial shade,Low altitude stress possible
Berberis aristata,tropical,monsoon,Moderate watering,Partial shade,Ensure drainage
Berberis aristata,tropical,winter,Low watering,Partial shade,Growth suppressed
Picrorhiza kurroa,subtropical,summer,Moderate watering,Partial shade,Hill regions only
Picrorhiza kurroa,subtropical,monsoon,Moderate watering,Partial shade,Drain excess rain
Picrorhiza kurroa,subtropical,winter,Minimal watering,Partial shade,Cold tolerant
Leptadenia reticulata,subtropical,summer,Low watering,Full sun,Dryland climber
Leptadenia reticulata,subtropical,monsoon,Low watering,Full sun,Avoid waterlogging
Leptadenia reticulata,subtropical,winter,Low watering,Full sun,Dormant phase
Leptadenia reticulata,temperate,summer,Moderate watering,Full sun,Protected growth
Leptadenia reticulata,temperate,monsoon,Low watering,Full sun,Avoid cold rain
Leptadenia reticulata,temperate,winter,Minimal watering,Full sun,Frost sensitive
Boswellia serrata,subtropical,summer,Very low watering,Full sun,Resin yield high
Boswellia serrata,subtropical,monsoon,Low watering,Full sun,Drain soil strictly
Boswellia serrata,subtropical,winter,Low watering,Full sun,Dormancy
Boswellia serrata,temperate,summer,Low watering,Full sun,Young trees only
Boswellia serrata,temperate,monsoon,Low watering,Full sun,Cold moisture stress
Boswellia serrata,temperate,winter,Minimal watering,Full sun,Frost sensitive
Plumbago zeylanica,subtropical,summer,Low watering,Full sun,Root potency high
Plumbago zeylanica,subtropical,monsoon,Moderate watering,Full sun,Rapid vegetative growth
Plumbago zeylanica,subtropical,winter,Low watering,Full sun,Growth slows
Plumbago zeylanica,temperate,summer,Moderate watering,Full sun,Protected growth
Plumbago zeylanica,temperate,monsoon,Low watering,Full sun,Avoid cold rain
Plumbago zeylanica,temperate,winter,Minimal watering,Full sun,Frost sensitive
Cyperus rotundus,subtropical,summer,Low watering,Full sun,Tuber spread
Cyperus rotundus,subtropical,monsoon,Moderate watering,Full sun,Invasive tendency
Cyperus rotundus,subtropical,winter,Low watering,Full sun,Reduced activity
Cyperus rotundus,temperate,summer,Moderate watering,Full sun,Seasonal growth
Cyperus rotundus,temperate,monsoon,Low watering,Full sun,Control spread
Cyperus rotundus,temperate,winter,Minimal watering,Full sun,Dormant tubers
Andrographis paniculata,subtropical,summer,Moderate watering,Full sun,Leaf biomass increases
Andrographis paniculata,subtropical,monsoon,Moderate watering,Full sun,Peak medicinal stage
Andrographis paniculata,subtropical,winter,Low watering,Full sun,Annual lifecycle ends
Andrographis paniculata,temperate,summer,Moderate watering,Full sun,Short season crop
Andrographis paniculata,temperate,monsoon,Low watering,Full sun,Cold sensitivity
Andrographis paniculata,temperate,winter,Not suitable,Full sun,Dies back
Phyllanthus niruri,subtropical,summer,Moderate watering,Partial shade,Moist soil needed
Phyllanthus niruri,subtropical,monsoon,High watering,Partial shade,Rapid spread
Phyllanthus niruri,subtropical,winter,Low watering,Partial shade,Seasonal dieback
Phyllanthus niruri,temperate,summer,Moderate watering,Partial shade,Protected microclimate
Phyllanthus niruri,temperate,monsoon,Moderate watering,Partial shade,Avoid cold saturation
Phyllanthus niruri,temperate,winter,Not suitable,Partial shade,Cold intolerant
Aconitum ferox,subtropical,summer,Low watering,Full sun,Hill regions only
Aconitum ferox,subtropical,monsoon,Low watering,Full sun,Excellent drainage required
Aconitum ferox,subtropical,winter,Minimal watering,Full sun,Cold tolerant
Aconitum heterophyllum,subtropical,summer,Low watering,Full sun,Himalayan regions only
Aconitum heterophyllum,subtropical,monsoon,Low watering,Full sun,Avoid excess rain
Aconitum heterophyllum,subtropical,winter,Minimal watering,Full sun,Dormancy
Saussurea lappa,subtropical,summer,Low watering,Full sun,Hill regions only
Saussurea lappa,subtropical,monsoon,Low watering,Full sun,Drain soil strictly
Saussurea lappa,subtropical,winter,Minimal watering,Full sun,Cold tolerant
Oroxylum indicum,subtropical,summer,Moderate watering,Full sun,Leaf flush
Oroxylum indicum,subtropical,monsoon,Increase watering,Full sun,Fast growth
Oroxylum indicum,subtropical,winter,Low watering,Full sun,Leaf drop
Oroxylum indicum,temperate,summer,Moderate watering,Full sun,Young trees only
Oroxylum indicum,temperate,monsoon,Low watering,Full sun,Protect from cold rain
Oroxylum indicum,temperate,winter,Minimal watering,Full sun,Frost sensitive
Gmelina arborea,subtropical,summer,Moderate watering,Full sun,Timber growth phase
Gmelina arborea,subtropical,monsoon,Moderate watering,Full sun,Peak biomass
Gmelina arborea,subtropical,winter,Low watering,Full sun,Dormancy
Gmelina arborea,temperate,summer,Moderate watering,Full sun,Protected growth
Gmelina arborea,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Gmelina arborea,temperate,winter,Minimal watering,Full sun,Frost sensitive
Premna serratifolia,subtropical,summer,Moderate watering,Partial shade,Leaf harvest stage
Premna serratifolia,subtropical,monsoon,Moderate watering,Partial shade,Healthy vegetative growth
Premna serratifolia,subtropical,winter,Low watering,Partial shade,Dormant
Premna serratifolia,temperate,summer,Moderate watering,Partial shade,Protected growth
Premna serratifolia,temperate,monsoon,Low watering,Partial shade,Avoid cold moisture
Premna serratifolia,temperate,winter,Minimal watering,Partial shade,Frost sensitive
Stereospermum suaveolens,subtropical,summer,Moderate watering,Full sun,Deep root growth
Stereospermum suaveolens,subtropical,monsoon,Moderate watering,Full sun,Vegetative phase
Stereospermum suaveolens,subtropical,winter,Low watering,Full sun,Dormancy
Stereospermum suaveolens,temperate,summer,Moderate watering,Full sun,Young trees only
Stereospermum suaveolens,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Stereospermum suaveolens,temperate,winter,Minimal watering,Full sun,Frost sensitive
Cyperus scariosus,subtropical,summer,Low watering,Full sun,Aromatic oil peak
Cyperus scariosus,subtropical,monsoon,Moderate watering,Full sun,Active spread
Cyperus scariosus,subtropical,winter,Low watering,Full sun,Growth slows
Cyperus scariosus,temperate,summer,Moderate watering,Full sun,Seasonal growth
Cyperus scariosus,temperate,monsoon,Low watering,Full sun,Control spread
Cyperus scariosus,temperate,winter,Minimal watering,Full sun,Dormancy
Pluchea lanceolata,subtropical,summer,High watering,Partial shade,Marshy habitat
Pluchea lanceolata,subtropical,monsoon,High watering,Partial shade,Peak medicinal stage
Pluchea lanceolata,subtropical,winter,Moderate watering,Partial shade,Growth slows
Pluchea lanceolata,temperate,summer,Moderate watering,Partial shade,Protected wetlands
Pluchea lanceolata,temperate,monsoon,Moderate watering,Partial shade,Avoid cold stagnation
Pluchea lanceolata,temperate,winter,Low watering,Partial shade,Frost sensitive
Fritillaria roylei,subtropical,summer,Low watering,Full sun,Hill regions only
Fritillaria roylei,subtropical,monsoon,Low watering,Full sun,Excellent drainage
Fritillaria roylei,subtropical,winter,Minimal watering,Full sun,Dormant bulb
Cinnamomum tamala,temperate,summer,Moderate watering,Partial shade,Leaf oil accumulation
Cinnamomum tamala,temperate,monsoon,Moderate watering,Partial shade,Healthy foliage
Cinnamomum tamala,temperate,winter,Low watering,Partial shade,Cold tolerant
Curcuma aromatica,subtropical,summer,Moderate watering,Partial shade,Rhizome expansion
Curcuma aromatica,subtropical,monsoon,Moderate watering,Partial shade,Peak growth
Curcuma aromatica,subtropical,winter,Low watering,Partial shade,Dormant rhizomes
Curcuma aromatica,temperate,summer,Moderate watering,Partial shade,Protected growth
Curcuma aromatica,temperate,monsoon,Low watering,Partial shade,Avoid cold wet soil
Curcuma aromatica,temperate,winter,Not suitable,Partial shade,Cold intolerant
